line_id	genre	text
38057 	drama	ام سعد ترة لوعتي جبدي بهالخرافات انا أقول تعوذي من الشيطان و طلعي برة احسن لج لا تصير مذبحة الحين و يوصل الدم للركب طلعي برا
38058 	drama	ام حسن: هذا الي الله قدرك عليه تقوله يا ولدي .
38059 	cooking	الحين بس نخليه يريح آه يرتاح
38060 	play	حجي احمد: انزين عجل خيطوني و خلوني اروح البيت
38061 	forum_novels	رجع ..
38062 	play	خاتون: يا علي!
38063 	interview	أول ما تقعدين من النوم تشربين شاي وإلا قهوة وإلا تشربين عصير؟
38064 	forum_novels	لمما عملت فعلتك ..
38065 	cooking	يفداج الكذب ..
38066 	cooking	حطينا الملح حطينا كلشي.
38067 	reality	Sweet heart its okay
38068 	forum_novels	كيف افهمها ان هذا كل من الاعيبج الوصخه
38069 	comedy	بوعذاري: اذلف اذلف يلا اذلف
38070 	drama	هاا توك جاي يا حظي 1
38071 	play	حسن: منهو
38072 	comedy	انت امر انت شاور وانا حاضر
38073 	drama	أبو فهد: اهو للحين ما رقد؟
38074 	play	خاتون: لا
38075 	forum_novels	وخصوصا لما يرجعون البحرين هل بيرجع راسي القبلي المحب للأنتقام ?
38076 	forum_novels	واثقة فيك و عارفة ..
38077 	forum_novels	و امي تهدي فيني ..
38078 	play	زهير: باقي شهر عمري وتلبسينه
38079 	forum_novels	تلوت و حطت يدها مكان الالم ..
38080 	drama	جابر: كبرنا و كبرت السكيك معانا.
38081 	play	أحمد : شلون ركي مارتن و نوال؟
38082 	forum_novels	ضل فيصل ...
38083 	forum_novels	جاهزة لتنفيذ العقاب الكبير ..
38084 	forum_novels	و حتى لو طالبها بالرجوع لن تقبل ..
38085 	comedy	بو عذاري : حسون شقاعد تسوي
38086 	comedy	جسوم : سمعت ويش قالت عمتك روح أغسل ويهك و تعال أكل عمتك معصبة و مطنقرة عليك وايد عبالك شوي ؟
38087 	play	هارون: الله يثبتك، الله يثبتك ان شاء الله
38088 	cooking	أفنان: اي نعم
38089 	play	و بدون لباقة في الكلام اذلف
38090 	forum_novels	تعبت من كثر ما ازفر بآهات ...
38091 	forum_novels	* اليوم كان اليوم المنتظر بالنسبه لسلمان ومريم ..
38092 	comedy	ماعندكم اخلاق؟
38093 	forum_novels	جنى : الحمدلله
38094 	forum_novels	ماجد : اسم الله عليج حبيبتي ..
38095 	monologue	واخر شي من الاشياء اللي تخل من توازن السكر في الدم السموم التدخين والتلوث وحتى التوتر اذا حياتك فيها الكثير من التوتر اكيد بيكون في خلل في موازنة السكر والانسولين فا خل بالك
38096 	forum_novels	كانت توها بتكمل جولتها بباقي الغرف بس سمعت صوته : زين ..
38097 	comedy	عبد الجبار؟
38098 	cooking	مابيهم يصيرون غامقيّن ..
38099 	forum_novels	مو قادره تسامح حالها ..
38100 	forum_novels	لولوه : حياج الله يمه
38101 	monologue	مو بس المبلغ
38102 	play	عبدالله: الله يبارك فيك يا اخوي و ان شاء الله نفرح فيك عقبالك ان شاء الله .
38103 	play	زهير: نضربش!!
38104 	forum_novels	دقيقتين ...
38105 	play	انا يصير اروح اتم بروحي فوق؟
38106 	interview	زهره: يعني حتى الاختراعات حتى في الادوية حتى في الاجهزه ما يتكلمون عن جهاز الجيد الجهاز الممتاز ، دايما يتكلمون عن السيء
38107 	drama	ام الخير: حرام يا بنيتي، بس شسوي.
38108 	cooking	لان بيدخل الفرن فترة طويلة.
38109 	forum_novels	وفعلا شافت سيارة سلمان موقفه ??????????
38110 	forum_novels	هاا شنو عندك صاف لي كلام حلو مو من عوايدك ?!
38111 	forum_novels	راسي : يلا نروح ننام
38112 	play	*music*
38113 	cooking	طبعا يبي لها الدهن.
38114 	play	زوج خاتون: تصدق انا قدمت مقترحات للمسئولين
38115 	comedy	غلوم: الحين انت عبالك ذكي؟
38116 	forum_novels	لكنت عايشة احلا ايامي مع فيصل
38117 	play	ابشر ابشر
38118 	forum_novels	ما قدر يتحمل اكثر ..
38119 	drama	مساعد: أي نعم
38120 	forum_novels	و بتتزوجين
38121 	play	خليل: شاي الأصيل
38122 	comedy	الخدامة: اهىء اهىء.
38123 	comedy	: وش إسمي؟؟
38124 	interview	سامي: نرتبها لدرجة ذلك اليوم انا راجع البيت ثلاث الصبح مسوي تلفون أقول ليه سعيد قالي شنو قلت له المشهد لما اندش على الأخت فضيلة انت قولي قولي هاذي من بقولك انا هاذي عجوز البين عوره مكسره ، هاذي عجوز النار جنها بوبره.
38125 	forum_novels	محمد ( ابوساره) كان جالس معا ام ساره ووليد في حظنها في غرفة الجلوس
38126 	play	يلا غير ديكور غير ديكور!
38127 	interview	لا لا لازم تلعبين
38128 	forum_novels	ذبحني ..
38129 	forum_novels	راسي: وبعد
38130 	play	اخوان سنة و شيعة, و هذا البطل قصدي الوطن ما نبيعه, والله حتى في رمضان افطر بين الاذانين.
38131 	drama	ام الخير: اي اعرفه.
38132 	interview	اوكي خليها يمها
38133 	drama	ما تستحي انت ؟
38134 	comedy	مريم
38135 	forum_novels	توجهت للمكان شركة عمل مشعل ..
38136 	drama	يا مبروك!
38137 	play	الشاعر : خير انشالله
38138 	forum_novels	مريم حاولت انها تفلت منه بس ماقدرت يودها بقوه وعضها على خشمها واهي تصيييييح " تعورت المسكينه "
38139 	drama	Wafa’s part:
38140 	drama	حجي كاظم: أنا بروح شوي بعظم الأجر حق أبو صالح وبرد لك
38141 	forum_novels	لا تلوموني بحبه "
38142 	drama	ابو فاضل: ها
38143 	play	زهير: نفيش يعني
38144 	monologue	هل تحس فقدان الوزن قاعد يصير اصعب واصعب مع تقدم العمر
38145 	cooking	علي : القشار
38146 	interview	يعني آنا مثلاَ في اشخاص مثلاَ آنا في بيتي صاكة بابي قاعدة في بيتي صاكة بابي قاعدة، فلانة سوت لنا كذا فلانة خربت علينا، فلانة كذا، فلانة كذا، آنا آنا على قولتهم ما كشيت ذبانة اصلاَ فما...تخيلات كيذي بينهم بين نفسهم على اساس هاي التخيلات الي يعيشونها يصير في تصرفات وسلوك ومرات تصريحات منهم
38147 	drama	رجل٥: كل اللي نعرفة يا طويل العمر ان عباس خذ له مدة و هو قاعد عند جابر، و تالي طلع و راح بيته.
38148 	comedy	الموظف: انزين شنسوي له الحين؟
38149 	interview	خليل: بس
38150 	drama	والله قيمتها فيها.
38151 	play	شهاب: تلفون هذي الي ابو فره وله؟
38152 	interview	ب: اسئنا حق حد؟
38153 	forum_novels	راسي : تحملي بروحج حياتي ..
38154 	forum_novels	ريناد بمقاطعة : انتي شنو ..
38155 	reality	London؟
38156 	comedy	أم طفاش: اسم الله عليك!
38157 	cooking	عفوا.
38158 	comedy	: سم طال عمرك
38159 	monologue	شدراك ان انا صج؟
38160 	drama	صويلح: ان شاء الله طال عمرك
38161 	comedy	هذي اكيد من الجوع
38162 	play	الممثلين : اي يقولون
38163 	forum_novels	*
38164 	comedy	زليخة: ألو
38165 	drama	ام فضل: ان شاء الله
38166 	forum_novels	رفعت حواجبها و عطتني نظرة : شكرا ماني محتاجة مساعدة احد ..
38167 	cooking	علي: اي و الحمدلله
38168 	interview	عماد: لكن مدريد لا
38169 	comedy	عبد الجبار؟
38170 	forum_novels	شريفه حست بمريم ..
38171 	drama	يوسف بهلول: لا ما بتأخر.
38172 	interview	-لا لا نهائيا الحمدلله
38173 	drama	الشاي يجيبونه من الهند و يجيبونه من بومباي من سيلان و بعضه جيناوي.
38174 	drama	وراه يمه م عندي الا عندي الخير كله ، روح يمة المطبخ بتحصل في النملية خنفروش اخده و اكله
38175 	monologue	فكل واحد قام ادش في برامج التواصل الاجتماعي بالخط اللي اجوز له، اللي اقند راسه ويعجبه، واهوه قاعد في بيته مرتاح.
38176 	forum_novels	ريناد دخلي
38177 	drama	غير معروف:سلم عليه!
38178 	comedy	: شوفي ياعيوني الزواج والخطبة قسمة ونصيب وهذي الشي والامور محد يقدر يقدمها ولا يوخرها
38179 	drama	عباس: كنت ادًعي اني اقوى واحد في الفريج, مع اني كنت اخاف من واحد بس, انت.
38180 	drama	وهد عليه طار عليه طار عليه يبي يطقه ...
38181 	drama	بومحمد: الحمامة للحين ما صارت حمامتك بعد ماندفع قيمتها لرجال ذيك الساعة تصير لك.
38182 	forum_novels	زين وهي تبتسم : الا فرحانه احس ابوي بدى يتغير من ناحيتك
38183 	forum_novels	بو راشد : السلام عليكم
38184 	forum_novels	او تنفر مني ..
38185 	interview	(ه): نعم.
38186 	forum_novels	حملها نزلها على احد كراسي الطاولة ..
38187 	forum_novels	مشعل بنذالة : للاسف قطعت علينا الجو الرومنسي ازداد احمرار وجه فيصل و كأنه يعلن عن بداية حرب جديدة مالها نهاية ..
38188 	forum_novels	: فيصل انا راح اروح
38189 	monologue	مشهد تمثيلي:
38190 	forum_novels	** سارة
38191 	forum_novels	و انا الي محسبها تكره ...
38192 	drama	ابو فاضل: لاحول ولا قوة بالله.
38193 	forum_novels	ارتميت ع السرير بتعب ..
38194 	drama	*************
38195 	forum_novels	راسي : خليه يدخل
38196 	forum_novels	البنات الي قدي كونو لهم عائله ..
38197 	drama	From 17:22-34:47
38198 	forum_novels	*
38199 	forum_novels	اخر شئ شالته مريم واهي مو قادره تتكلم من التعب
38200 	drama	شريفة: والله ان الله بيجازيك على فعايلك بتشوفيين باذكرك
38201 	forum_novels	:::
38202 	interview	خليل: خير كله خير من الله (خليل يضحك)
38203 	drama	ما يحتاج تتعب روحك اشرب ماي الفنجال
38204 	play	لا تخاف لا تخاف.
38205 	interview	لاء مو جميلة عادية
38206 	drama	ها يا بنتي يا بدور انتي راضيه ان فهد يكون زوج لج ولا لا؟
38207 	drama	أبو فهد: و شنو تقدر الكلمة تسوي قدام الزهب إذا انفلتت
38208 	interview	(ف): الفنانين.
38209 	comedy	يفصلون ثوب؟
38210 	forum_novels	و تيشيرت فوشي كات ..
38211 	forum_novels	اخييرا كانت جاهزه عطتها البوكيه واللي كان رووووعه الوانه متناسقه و كان وايد عوود
38212 	reality	وين الchocolate الثاني ؟
38213 	forum_novels	مريم : شفييج ههههه
38214 	folktales	"أنتوا قلتوا لي بتعطوني شوية حسو، وبعد ياليتكم تعينوني على غزل هالصوف".
38215 	comedy	بخيت: أي أي, أي أي في وحده ثانيه بعد انتي قلتي لي عنها ياربي شسمها شسمها؟
38216 	forum_novels	شلحت بلوزتي
38217 	drama	ب: اشلون؟
38218 	interview	اكيد اللكنة ماتنخلط
38219 	drama	البنت: خليه إن شاء الله يغص.
38220 	forum_novels	سلمان : راسج وخشمج ?
38221 	drama	إلا متأكد والأيام بتثبت صحة كلامي.
38222 	interview	عماد: الله يوفقه ان شاء الله
38223 	interview	عماد: اللهم امين ارتباط علي بالثنائي صار في سالفة طفاش ومن طفاش صار جسوم و طفاش وجسوم خلاص ارتبط اسمك في جسوم وهذا الثنائي ماتحس ان اهوا ناجح جدا
38224 	forum_novels	ريناد : اهااا
38225 	comedy	ام عذاري: احنا لا منخشين ولا شئ .....
38226 	forum_novels	سعوود: اهلين فيج قلبي
38227 	cooking	–فاصل-
38228 	monologue	انا في خاطري مب بايرة ولا طلبت منك تاخذني.
38229 	forum_novels	تزوج و ريحني ..
38230 	play	المصري: بيت و يخت؟
38231 	monologue	مافي بر الوالدين مافي بر.." انت ربيته عدل على شان يصير عنده بر؟
38232 	play	حجي جعفر أنت كم سنة صار لك في الدار
38233 	forum_novels	مريم : سوري والله سوري كاني طالعه
38234 	drama	أبو سويلم: قدامنه احنه طال عمرك ليش
38235 	forum_novels	فهد وهو يضحك ..
38236 	monologue	تبون الصج انا على باقي علمي.
38237 	drama	ها اجوفك الا سكتي
38238 	play	أبو حصة : هلا هلا هلا
38239 	cooking	أفنان: متوسط
38240 	interview	حمود:هذا؟
38241 	drama	دواس: سمعت طال عمرك بس ماتبي اصب لك فنيال قهوة؟
38242 	forum_novels	راسي : انزين تعالي شوي عالاقل شربي لج شي مو زين لج حبيبتي
38243 	forum_novels	عمر كان متكأ على كتف عمه ومافي قوه ابد
38244 	drama	بو أحمد: مبروك.
38245 	interview	حسين: صحيح، هو طبيعة الانسان دائما ينظر الى الجانب السيء للأسف أكثر من مثل ما تطرقتوا الجانب الايجابي.
38246 	forum_novels	لاندمك على اليوم الي جيت فيه ..
38247 	forum_novels	*
38248 	play	الملحن : هاي لا تمشي وراهم الصراحة و الله العظيم هاي من الزحمة و غير هالشوارع شوارعنا لوعة علوج بعد مو أي علوج علوج هي قبل قبل اللي فيه تاتو ذييك
38249 	drama	مسعود: الحين يا لطيفة بتشوفين شي في حياتش كلها ما شفتيه
38250 	play	الشاعر : عاد انا جوف عاد, هاي كلمات تكسر الدنيا
38251 	forum_novels	الفراق ,, دمعة مرة واشتياق قاتل
38252 	forum_novels	:-):-):-):-)
38253 	comedy	بو خالد : حسافة لازم تردين ...
38254 	interview	أ: مللني
38255 	drama	بو عبدالله: عجل اكيد تركب الدرج
38256 	forum_novels	سارة وهي تاشر على نفسها و ماهي فاهمة شيء : بغيت انا
38257 	monologue	كله ذي مسؤولية الدراما و القائمين على الدراما و المشكلة القائمين على الدراما لما تجيب واحد قائم على دراما لازم يكون له علاقة بالدراما, ما يصير خباز اقوله روح سوي لي كب كيك..
38258 	forum_novels	و هو قرب منها و باسها ..
38259 	play	الخال /العم حسن: ويش فيك انت؟
38260 	forum_novels	و عنادج ما يطلع علي ..
38261 	forum_novels	نزلت مريم التلفون وعينها سارحه ماتدري ليش هالمره حست ان السالفه ممكن تكون صج ..
38262 	forum_novels	ابتسمت ..
38263 	comedy	انت شله تسأل ؟
38264 	play	المشتري الثاني: ها!
38265 	interview	بسام: أول عمل لك؟
38266 	forum_novels	فيصل ما بتمشين من همني الا وانتي مغيرة هذي العباية
38267 	play	عبدالله: والله شقولك ياعمي اكيد ماارضى بس لو الراتب يكفي جان ماقصرت معاها وجوفت عينك يعني القروض الي خذتها يعني كلها حق الزواج ماعندي
38268 	monologue	يا الفشيلة استحيت من روحي قمت اتلفت يمين و يسار لايكون اخواني يشوفوني و انا قاعدة اطالع هالفيديو قلت هذي فيديو تطرشه لي يا بو نايف؟
38269 	monologue	يبيك مول سم
38270 	forum_novels	ابو سارة قرب من بنته و باس راسها و ضمها لصدره ..
38271 	drama	زهرة: مهدي!
38272 	interview	سامي: جوف بقولك شغلتين انا لا احفظ اغاني ولا أحفظ عزازي ...
38273 	interview	عماد عبدالله: عدل؟
38274 	drama	ح: هاه انا طبعًا ما ادري منهو هم الاثنين اللي جوك بس طال عمرك انا متاكد ان تره هذلين مب صادقين
38275 	monologue	ابو عمر: سبحان الله الخالق
38276 	interview	الكل بيقوم يتراعد شصاير.
38277 	comedy	ها شصاير قولي
38278 	drama	صح النوم، جذي أنظف.
38279 	comedy	طيب طيب، عطني معلومات عن أبوك..
38280 	forum_novels	ريناد " وقفت وحطت يدها ع خصرها" : والله يا استاذ فيصل المطاعم تارسة البلد ..
38281 	forum_novels	احتارت ماتدري شلون تقول لها بس ماعندها حل ثاني لازم تواجه روان وتحاول ان توقفها عند حدها
38282 	play	نوح: روح الحق على ولدك روح
38283 	drama	صويلح: اقول أنا يتراوى لي ان هالجماعة عيايرة
38284 	interview	الدكتوره: اهوا اصلا ما يسوي شي اهوا يكون مثلا شكله نفس شكل الحبوب الي اهي اصلا مالت ضغط او مالت سكري اييبون و يكتبون حتى حلويات يعني شي نفس اللون نفس الشكل نفس الحجم نفس الملمس و يقسمون الناس الى تجارب انت يعطونك الدوا الحقيقي و انت يعطونك الي اهوا ذي الوهمي فيجوفون ردود الفعل.
38285 	play	زهير: مو يقولون اذكى طفل الطفل المصري في الهذا الوطن العربي
38286 	drama	سعدون: ما عليه عطنا قلاص واحد
38287 	play	زهير: ههههههههههههههههههههههههههههه ماتيوز عن سوالفك يالغبر.
38288 	forum_novels	وشالت البطاقه وكسرتها ..
38289 	comedy	: العمارة.
38290 	drama	الجميع: الله يرحمه
38291 	comedy	: زين خل هالطاسة هذي تضرب الافكار وبعدين برد عليك ان شاء الله
38292 	forum_novels	بدور : صج سخيفه !!
38293 	drama	ذ :سبحان الله الظلام وأهل النور ما يستحون يغلطون على الأوادم اشكره والي يسوي الشي العدل يخش روحه
38294 	forum_novels	و جلسو في الصالة
38295 	monologue	اشوفكم كلكم متروسين من الاكياس
38296 	cooking	علي : طبعا السجل هدا السجل مال المطعم كنت اشتغل في الحكومة فما اقدر افتح سجل
38297 	interview	نورة: والحمدالله توفقت ودفعوا لي شي عدل مرضي يعني نسيت مثل الطفلة ازعل عطيها شي حلو وكلام حلو بس
38298 	interview	بس تحية لها خلصت لعبتنا ..
38299 	play	زهير: مو اعرفش من يوم انتين صغيرة محد يتعلف ابش.
38300 	play	عبدالله: انا خذ لي شهرين من ملكت .
38301 	forum_novels	التقو ثنيناتهم ..
38302 	play	السائق: شتسوي انت؟
38303 	forum_novels	فيصل : و الدليل انج شريفة ..
38304 	drama	سلمان: ودي كل يوم امر، بس ما ابغى اثقل عليكم.
38305 	monologue	اويه على بنتي شنهي قمر ما شاء الله عليها تقول حق القمر قوم و آنا بقعد مكانك
38306 	comedy	الف لام حاء ميم الف ميم.
38307 	forum_novels	بس ما زالت تحس بقليل من الخوف ..
38308 	forum_novels	ابتسم ..
38309 	cooking	علي : بيباي
38310 	forum_novels	** عند الدكتور
38311 	forum_novels	بس سلمان ما اقدر اسوي حفله قلبي مايطاوعني والله ماقدر ماقدر اسوي حفله وقلبي يتقطع من الداخل
38312 	play	ابو حصه: انت ترضى بنتك تسكن في هالبيت
38313 	interview	قالت لي مادري شبتطلع رقم مادري شنو، عقب شوي ياتني قالت تيلفونك ترى سويت لك انستغرام.
38314 	drama	تعالي، لفي لفي
38315 	comedy	(كابتن(2) يبادل المضيفة بالطرق على الباب بنغمه مميزة اخرى حتى اكتشاف الخاطف (2) لهم)
38316 	forum_novels	سلمان : الوو !
38317 	cooking	أفنان: طبعا مع المحل يعطونك عدد
38318 	drama	والا انت بس ما تذكرنا الا في النهار؟
38319 	forum_novels	و نزلنا ..
38320 	play	زهير: اسكت اسكت خل نروح نسلم على خالك ان شاءالله بس يتذكرني
38321 	drama	الربع: "الله يقويك!"
38322 	comedy	في هذا اليوم ابيكم تتعرفون على بعضو وتقوون علاقتكم في بعض وابشركم محد راح يطبخ في هذا اليوم
38323 	reality	I think
38324 	comedy	إمرأه2: حجي, عطني رطلين آلو
38325 	drama	بو عبدالله: والله الي تقوله.
38326 	drama	فاطمة: يبغي ياخذ جالبوت بالسلف يدش ابها الغوص واهوه ماعنده بيزات تكفي ولا اهوه راعي غوص ولا اهوه راعي بحر قلت له يا بو احمد بدال ما تتسلف عشان تدش الغوص ليش ما بالبيزتين الي عندك تحط لك دكان في الفريج اتبيع وتشتري لين تتيسر امورك بدال ماتتسلف تشتري الجالبوت
38327 	play	حميد: ان شاءالله ان شاءالله يتذكر
38328 	forum_novels	و انا بكل غباء اصدقهم ..
38329 	forum_novels	نهاية البارت
38330 	forum_novels	همست : وين فيصل
38331 	forum_novels	وردت طاحت بضعف راسي كان ميت من الخوف عليها شغل الطراد بسرعه في اقل من ربع ساعه وصلو ماخلاها تمشي شالها بين يدينه وركبها السياره : استحملي بس شوي حبيبتي
38332 	cooking	اوكي لان اذا شلتيه قبل بيتنتف فحاسبي
38333 	forum_novels	فهد: يا هلافيك اخ راشد كيف الوالد ( يصير شريكه قبل بس الحين يتنافسون ) والله مادري كيف عرفت حتى انا ماعرفت بالسالفه الا البارحه
38334 	play	حجي احمد: سكتي يا رباب سكتي يا رباب فضحتينا انتين صوتش مرة انتين صوتش عورة ما يصير هني تره مستشفى و في أوادم غرب
38335 	forum_novels	طلعت برى وشافت الشرطي للحين واقف : انت للحين هني
38336 	play	روح ابويي روح توكل عندهم هناك ..
38337 	comedy	شفيك امي؟؟؟
38338 	forum_novels	سمعيني مابي احد يدري بهالشئ ..
38339 	forum_novels	خالد سكت واحتار ..
38340 	interview	صلاح عبدالمجيد: و قتلهم انه انا اسمي صلاح و انا اقدم كذي و كذي و ما قصروا معاي و خلوني اساعدهم في الاعمال المسرحي و ذي منها تواصلت ويا ناس، تعرفت على ناس وايد، حبوا المجال، يبون يتعلمون، فعلمناهم
38341 	monologue	الخلاصة كملت القعدة و هدأوا حصيصة و قالو لها تعوذي من الشيطان و تركي القيل و القال وهدأي و صلي ركعتين و ذكري الله و الحمدلله رجلج عنده يومين لين ما يجيج و حكمي عقلج قبل لا تحكمين مشاعرج، حددي اولوياتج قبل لا تقررين و استفسري واخذي الصج من رجلج وما عليج من الحكي القيل و القال..انتهت السالفة كلها على انه عواش تشوف من واجبها و من حبها حق حصيصة انه تفتن على رجلها و لو يحصل لها تصور جان صورت بالدلائل و طرشته حق حصيصة ولا يهمها النتجية بتتطلق بتزمر بتفقد الثقة في رجلها بتصير المشاكل؟
38342 	drama	و اذا ما عطتك ويه بتكبر و بتنسى.
38343 	interview	يا حكم!
38344 	forum_novels	ياسر : وانت وين شفتها
38345 	comedy	عبد الجبار شفيكم مستعجلين؟!
38346 	forum_novels	بس انا بروحي متفشل من سلمان
38347 	interview	احمد مبارك: اهو دور رشود ترى انا ما كان فيه الكركتر ذي، بس احنا الاثنين من خلال القراءة، احنا كومديين يعني خبلان مثل ما يقولون مال الاول يعني خبلان
38348 	forum_novels	*
38349 	comedy	ابو داوود: شسوي في هم؟
38350 	drama	ه: صالح شخبار البنانين
38351 	interview	-أربعة وعشرين قضية.
38352 	interview	عماد: شلون
38353 	interview	ام هلال: ماشالله ،، ياهلا ياهلا يا مرحبا الله يمسيكم بالخير شلونكم عساكم طيبين
38354 	drama	عويشة : خير شعندكم يا ام فهد
38355 	play	زهير: لك شو ناطر ابني؟
38356 	forum_novels	ابومحمد : بنتي خبري امج تزهب الغده انه ربع ساعه عندكم وخلي عنج سوالف الفلفل كفايه لسانج الي ذابحنه
38357 	interview	المقدم : يا مرحبا بك
38358 	forum_novels	بوراشد : انا سئلت الدكتور عت الكليه اللي تبرعوها لي وقال لي انها مريم بنت اخوي
38359 	drama	: الا يا ليل ..
38360 	forum_novels	ليش كل ما فرحت يصير شئ ويمنعني ??
38361 	comedy	ام عذاري: ليش انت صاير مطراش حق الاوادم ولا تشتغل عنده؟
38362 	forum_novels	ما ابي اشوفك ..
38363 	comedy	: ليش
38364 	drama	عثمان: و من هالدجة هذي ؟!
38365 	folktales	عابلوا معاه ولا قدروا، قام الشيخ وقالهم:
38366 	cooking	بنسوي نوع الشقوق و نحط فيها فصوص الثوم.
38367 	forum_novels	ما يتشافى ..
38368 	forum_novels	: باااابا
38369 	forum_novels	قفل الخط بويها
38370 	comedy	: استريح استريح يالنوخذة استريح
38371 	forum_novels	..
38372 	comedy	طفاش:ماعليه اصبر للحين اصبر يالله اجلس اجلس، انت عيونك ها؟
38373 	forum_novels	بدور بعصبيه : رافجتج ال ....
38374 	play	كلش، و بعض البنات في سناب جات يروحون محل النظارات له، شكرًا جوجو على النظارة وايد حلوة و ترجعها الشلف و ترجع بدونها يا زعم هدية كله كذب ما ندري له، أقول هاذي لوتها زين ما زين و خلها داخل في الكيس يالله، أني صراحة ما أستوعب الناس اللي
38375 	forum_novels	لا مستحيل اللي اسمعه مايصير !
38376 	play	الدكتور: و الله العظيم
38377 	interview	المذيع۲: طويل العمر الشيخ طلال عنده مزرعة على الحدود.
38378 	forum_novels	عرفت ان راح يقفل عليها الباب
38379 	comedy	قاعد تتصوخ حكي النسوان ياللي ما تستحي على وجهك.
38380 	interview	مصطفى: (هز رأسه يمين وشمال اشارة للنكران)
38381 	forum_novels	و يأتيني بعدها عدة من الكفوف ..
38382 	interview	رقية: اكيد طبعاً نصيبج مرتفع فنانتنا العزيزة
38383 	forum_novels	مريم : السلام عليكم
38384 	comedy	جسوم: يالله.
38385 	interview	خليل: لا مو تواضع والله هاي طبيعة مو تواضع ولا هو حجي اعلامي يعني البحرينين طيبين وانت عشت بينا وجفت يعني شلون يعني احنا نحب بعض الشغل يعني يمكن تصير فيه غيره فنية منافسة شريفة
38386 	forum_novels	لو كنت ادري بالي راح يسويه فيني كنت قطعت رجولي قبل ما اخطي خطوة لخارج البيت ..
38387 	forum_novels	وتتوقعون لمن ?
38388 	forum_novels	ضمها بقوه : مستحيل شي يفرقنا مره ثانيه
38389 	forum_novels	زين هني كانت واصله توها بتفتح الباب بس سمعت طلاق ووقفت
38390 	drama	حاط لك دكان في السوق و تارسه من الكتب الي يشوفك يقول ما فوقك فوق
38391 	comedy	هذي قول لي حمدالله على السلامة، قول لي خطاك الشر، قول لي البقى في راسك
38392 	comedy	يا ريت تسوين لنا بلاليط
38393 	interview	انا انا فاهم و واحفظ امشي..
38394 	comedy	لا حول ولا قوة..
38395 	drama	حليمة: تغار من اخوك يا سعد؟!!!
38396 	play	ام خليل: انا قلت ما يناسب؟!
38397 	interview	نشوفه وراجعين لكم.
38398 	interview	لذلك الفنان يكون ملام أحيانا أنه "وينك مقصر ومبتعد؟"
38399 	drama	طق!
38400 	monologue	ليش..
38401 	interview	مصطفى: (يقهقه)
38402 	drama	النوخذة : أسمع يا مصلح .
38403 	play	حمود : حصة محد ؟
38404 	interview	عماد: يقولون عنك قلق وايد في الشغل متوتر يعني حريص يمكن يكون بزيادة عن اللزوم في العمل او شي من هالقبيل
38405 	forum_novels	ساره : بشري زين ..
38406 	mix	وياو الاهل ينقذوني ..
38407 	forum_novels	اللي راح راح
38408 	cooking	علي: و راح نجربه
38409 	interview	عماد: اووه
38410 	play	شهاب: دو آ ء
38411 	forum_novels	ابتسبت لاخفي حبا قد انبنى في قلبي ..
38412 	comedy	عميمة!
38413 	monologue	علمني انه سعادتهم اهي سعادتي
38414 	drama	عمرك ما راح تتغير اتشوف اللي يناسبك وبس وتختار اللي ايريحك وبس ولا عمرك راح تقدر تعدل.
38415 	forum_novels	كل شي غير ..
38416 	comedy	طلع بيزاتي!
38417 	drama	واحنا علشانك انت بس بنيود روحنا و جماعتنا عن هالخسيس لي ما نلقى الدليل اللي تقول عنه.
